,,,,
,,,,
,DSA-110 Station Coordinates,,,
,Last updated:,,2/15/2022,
,,,,
,Station Number,Latitude,Longitude,Elevation (meters)
,DSA-001,37.2333752,-118.2856408,1182.6
,DSA-002,37.2333752,-118.2855760,1182.6
,DSA-003,37.2333752,-118.2855112,1182.6
,DSA-004,37.2333752,-118.2854464,1182.6
,DSA-005,37.2333752,-118.2853816,1182.6
,DSA-006,37.2333752,-118.2853168,1182.6
,DSA-007,37.2333752,-118.2852520,1182.6
,DSA-008,37.2333752,-118.2851872,1182.6
,DSA-009,37.2333752,-118.2851224,1182.6
,DSA-010,37.2333752,-118.2850576,1182.6
,DSA-011,37.2333752,-118.2849928,1182.6
,DSA-012,37.2333752,-118.2849280,1182.6
,DSA-013,37.2333752,-118.2848632,1182.6
,DSA-014,37.2333752,-118.2847984,1182.6
,DSA-015,37.2333752,-118.2847336,1182.6
,DSA-016,37.2333752,-118.2846688,1182.6
,DSA-017,37.2333752,-118.2846040,1182.6
,DSA-018,37.2333752,-118.2845392,1182.6
,DSA-019,37.2333752,-118.2844744,1182.6
,DSA-020,37.2333752,-118.2844096,1182.6
,DSA-021,37.2333752,-118.2843448,1182.6
,DSA-022,37.2333752,-118.2842799,1182.6
,DSA-023,37.2333752,-118.2835671,1182.6
,DSA-024,37.2333752,-118.2835023,1182.6
,DSA-025,37.2333752,-118.2834375,1182.6
,DSA-026,37.2333752,-118.2833727,1182.6
,DSA-027,37.2333752,-118.2833079,1182.6
,DSA-028,37.2333752,-118.2832431,1182.6
,DSA-029,37.2333752,-118.2829839,1182.6
,DSA-030,37.2333752,-118.2827247,1182.6
,DSA-031,37.2333752,-118.2826599,1182.6
,DSA-032,37.2333752,-118.2825951,1182.6
,DSA-033,37.2333752,-118.2825303,1182.6
,DSA-034,37.2333752,-118.2824655,1182.6
,DSA-035,37.2333752,-118.2824007,1182.6
,DSA-036,37.2333752,-118.2821415,1182.6
,DSA-037,37.2333752,-118.2820767,1182.6
,DSA-038,37.2333752,-118.2820119,1182.6
,DSA-039,37.2333752,-118.2819471,1182.6
,DSA-040,37.2333752,-118.2818823,1182.6
,DSA-041,37.2333752,-118.2818175,1182.6
,DSA-042,37.2333752,-118.2817527,1182.6
,DSA-043,37.2333752,-118.2816878,1182.6
,DSA-044,37.2333752,-118.2816230,1182.6
,DSA-045,37.2333752,-118.2815582,1182.6
,DSA-046,37.2333752,-118.2814934,1182.6
,DSA-047,37.2333752,-118.2814286,1182.6
,DSA-048,37.2333752,-118.2813638,1182.6
,DSA-049,37.2333752,-118.2812990,1182.6
,DSA-050,37.2333752,-118.2812342,1182.6
,DSA-051,37.2333752,-118.2811694,1182.6
,DSA-052,37.2334531,-118.2834051,1182.6
,DSA-053,37.2335311,-118.2834051,1182.6
,DSA-054,37.2336091,-118.2834051,1182.6
,DSA-055,37.2336871,-118.2834051,1182.6
,DSA-056,37.2337650,-118.2834051,1182.6
,DSA-057,37.2338430,-118.2834051,1182.6
,DSA-058,37.2339210,-118.2834051,1182.6
,DSA-059,37.2339989,-118.2834051,1182.6
,DSA-060,37.2340769,-118.2834051,1182.6
,DSA-061,37.2341549,-118.2834051,1182.6
,DSA-062,37.2342328,-118.2834051,1182.6
,DSA-063,37.2343108,-118.2834051,1182.6
,DSA-064,37.2343888,-118.2834051,1182.6
,DSA-065,37.2344667,-118.2834051,1182.6
,DSA-066,37.2345447,-118.2834051,1182.6
,DSA-067,37.2346227,-118.2834051,1182.6
,DSA-068,37.2347006,-118.2834051,1182.6
,DSA-069,37.2347786,-118.2834051,1182.6
,DSA-070,37.2348566,-118.2834051,1182.6
,DSA-071,37.2349345,-118.2834051,1182.6
,DSA-072,37.2350125,-118.2834051,1182.6
,DSA-073,37.2350905,-118.2834051,1182.6
,DSA-074,37.2351684,-118.2834051,1182.6
,DSA-075,37.2352464,-118.2834051,1182.6
,DSA-076,37.2353244,-118.2834051,1182.6
,DSA-077,37.2354023,-118.2834051,1182.6
,DSA-078,37.2354803,-118.2834051,1182.6
,DSA-079,37.2355583,-118.2834051,1182.6
,DSA-080,37.2356362,-118.2834051,1182.6
,DSA-081,37.2357142,-118.2834051,1182.6
,DSA-082,37.2357922,-118.2834051,1182.6
,DSA-083,37.2358702,-118.2834051,1182.6
,DSA-084,37.2359481,-118.2834051,1182.6
,DSA-085,37.2360261,-118.2834051,1182.6
,DSA-086,37.2361041,-118.2834051,1182.6
,DSA-087,37.2361820,-118.2834051,1182.6
,DSA-088,37.2362600,-118.2834051,1182.6
,DSA-089,37.2363380,-118.2834051,1182.6
,DSA-090,37.2364159,-118.2834051,1182.6
,DSA-091,37.2364939,-118.2834051,1182.6
,DSA-092,37.2365719,-118.2834051,1182.6
,DSA-093,37.2366498,-118.2834051,1182.6
,DSA-094,37.2367278,-118.2834051,1182.6
,DSA-095,37.2368058,-118.2834051,1182.6
,DSA-096,37.2368837,-118.2834051,1182.6
,DSA-097,37.2369617,-118.2834051,1182.6
,DSA-098,37.2370397,-118.2834051,1182.6
,DSA-099,37.2371176,-118.2834051,1182.6
,DSA-100,37.2371956,-118.2834051,1182.6
,DSA-101,37.2372736,-118.2834051,1182.6
,DSA-102,37.2373515,-118.2834051,1182.6
,DSA-103,37.2300025,-118.2812695,1181.3
,DSA-104,37.2352578,-118.2768324,1182.4
,DSA-105,37.2429815,-118.2767433,1184.0
,DSA-106,37.2470153,-118.2767632,1185.3
,DSA-107,37.2485647,-118.2767853,1185.9
,DSA-108,37.2499993,-118.2767328,1186.5
,DSA-109,37.2499587,-118.2794098,1186.2
,DSA-110,37.2499316,-118.2838684,1185.9
,DSA-111,37.2499476,-118.2861710,1186.0
,DSA-112,37.2499040,-118.2879484,1185.3
,DSA-113,37.2499407,-118.2912521,1186.3
,DSA-114,37.2499516,-118.2958413,1184.6
,DSA-115,37.2449792,-118.2951802,1180.8
,DSA-116,37.2314169,-118.2945978,1178.1
,DSA-117,37.2315343,-118.2966607,
